text,sentiment,label
"""Unbelievable stuff from Paul Dunne. Hopefully he can repeat it tomorrow, either way it's an heroic performance.""",Positive,2
@user Courtney!! Do you know if that emotion scrapbook thing for health is due tomorrow?,Neutral,1
"""Forum Post ID:96738 - Sunday History Photo / Qld: A little late today, we all know what campers say about Genera...",Neutral,1
"""Just looked up Foo Fighters set list for tomorrow, and I'm sooooo excited it's so perfect""",Positive,2
"""Shit is not just fair, but why TF should I care? ~ Kendrick Lamar on (black Friday).. On the beat of J Cole's """"a tale of two cities""""""",Ambivalent,3
"""Giants star, voice of MNF Gifford dies: NFL legend Frank Gifford passed away on Sunday of natural causes, the ...",Neutral,1
"""#redsox Over the Mon Daily Red Sox Links: Jose Iglesias, Ryan Lavarnway, Will Middlebrooks: Right now, the Red S...",Neutral,1
"""Watched """"""""The Ladykillers"""""""" this afternoon. The perfect film for Saturday afternoon. Or any other time of the week.""",Positive,2
Thanks for everyone who came out for day 2 of World Music Festival! we\u2019ll see you tomorrow at 10am for a global grooves dance party,Positive,2
"""About to go get this lift, run and throw in.  Jr. Pro Day on Monday then it's back to SA to get ready for the season!!! #HogNation""",Positive,2
Friday is cold but here.  How are you guys doing?  Win Evanescence tickets plus Stone Sour\u2019s new album in about 15 minutes...,Neutral,1
"""Right, but has John Kasich ever had to make payroll at a casino?",Neutral,1
Come through the parking garage on 14th and Curtis,Neutral,1
@user hahahaha i was thinking the same thing. Welp. You better make milan drive fast tomorrow,Neutral,1
Its FRIENDSHIP DAY coming this sunday and people are reacting like Valentine day,Positive,2
Cannot believe I've just downloaded an avenged sevenfold track to play alongside mariah Carey and bow wow tomorrow lol,Neutral,1
"""My fave kinda Monday evening: fixing my effed up router.",Negative,0
@user the chap is in his 2nd season of a 3 year deal. He has done the business at barca and Munich and I'm sure he will do it for us.,Positive,2
@user enjoy your last night in swansea! Thursday is all about sin city #sinsavers,Positive,2
@user &lt;goblet again*to your return Thor.May you find a little rest here after all this hard time.*she looked into your eyes again*,Positive,2
@user I was watching the show today & was awesome show & congrats to Melissa McCarthy so excited for her last night! Love you both!,Positive,2
Hvar has been pretty fun. Tomorrow is the last day. Then back to life as we know it,Neutral,1
@user I'm a fan of music but when it comes 2 @user he's my babe .That's so sweet from u DMD it's their 1st song without Zayn :'(,Positive,2
People may talk ill about Sam Smith 's orientation. But I must state that his songs still remain my anthem in the morning! @user,Positive,2
@user Too right and what the hell does that mean? You\u2019re confused Amsterdam\u002c Go sleep! And guess who I\u2019m gonna meet tomorrow!?,Negative,0
In respect of Kanye west tomorrow so I will only listen to his music all day,Positive,2
Tomorrow we have yoga for early birds! #Atmananda #Vinyasa Flow with Ragia at 7:30am. Get your yoga on before work!,Neutral,1
Fans jeer Milan after they draw against bottom club Verona: Milan's inconsistent season worsened Sunday as it ...,Negative,0
Nekromantix with Blazin' Entrails tomorrow night @ The Rosemount. Make it if you can!,Positive,2
The Jets are 30th in points differential. Have the worst PD of any NFL team that's not from Florida.,Negative,0
Zayn's family have their last day in LA. They will be leaving tomorrow.,Neutral,1
"""I have extra tickets to Jason Aldean at Riverbend tomorrow, message me if you're interested!""",Neutral,1
Nothing ruins a Friday morning more than hearing U2 - Beautiful Day on the radio,Negative,0
"Looking forward to watching tomorrow now #joke #DeadlineDay""",Positive,2
"Looking back 2 see how far we've come. The Evolution of the Pride Parade, From Somber March to Celebration: #VanPride",Positive,2
"""REPOST 2 Bikes just opened up for SOUL SUNDAY 930am TERLINGO CYCLE  Four Tops, Bee Gees, Gloria Gaynor (like...",Neutral,1
Frank Gifford was the man on monday night football rip,Neutral,1
And the Jews and Christians say become Jewish or Christian so you may be guided. Say no rather the faith of Abraham ie Islam.,Neutral,1
Guti! He hits a 2-run HR in the 7th. M's down 4-2 to the White Sox.,Neutral,1
"""Frank Gifford's work on Monday Night Football w/Howard Cosell, Don Meredith, Al Michaels &amp; Dan Dierdorf really helped make me an NFL fan.""",Positive,2
"Ordered from @user Monday night, didn't ship Tuesday. The ninjas must have been hella busy with Labor Day sale orders. lol",Neutral,1
"@user Oh c'mon, you write Batman! That means you get paid around the same amount that Bruce has right?...riiiiiight? :)",Neutral,1
TV News: Dec 17th \u2019Gossip Girl\u2019 finale will air a sneak peek of the upcoming \u2019Sex & the City\u2019 spin off  \u2019The Carrie Diaries\u2019,Neutral,1
"""Well done to all the competitors of Ironman Wales. It's the taking part that counts!! A special congrats to my hubby, your 10th Ironman xxx""",Positive,2
There is one thing I know after John Cena's loss at #SummerSlam. Someone may wanna check on Vince. I think he might be dying.,Neutral,1
"""PODGODZ 165: Podgodz 165 Recorded 28 July 2015 I saw Ant-Man, I should not have. Midroll sells to, I want to s...",Negative,0
"@user That's last weeks chart, this week's chart is coming tomorrow. They didn't post it today because of Labor Day.",Negative,0
Could have gotten ugly for Morgan in 1st after first 3 Red Sox hitters reached. But he only allows 1 run to score. Struck out Ortiz looking.,Neutral,1
"""UPDATE on the release of The Beatles - Love Me Do 50th Anniversary 7\"""""""" Vinyl\u002c The record will now be released on the 22nd of October""",Neutral,1
Janet Jackson performs in Miami on Sept 20!  All roads lead to the #MagicCity! Get ur piece of the #Miami Dream? Im here to help #realestate,Positive,2
Miami going into MSG tomorrow night and gonna embarrass the Knicks,Neutral,1
Going to go see Afrojack at XS in Vegas this Saturday with the Bachelor.... should we by the tickets online\u002c or...,Neutral,1
Got so much accomplished today ! i hope to see lots of happy faces tomorrow @user Rim for the wine&cheese info for Bella Bay ! :),Positive,2
"""Children from 1st grade are taught Islam will take over the world so the 12th Imam can rise amid smoke &amp; fire to rule his domain, THE DEVIL!""",Negative,0
"You know, what if Joe Biden runs for president with Obama as his Vice then steps down so Obama is president for a 3rd term?",Positive,2
I should really stop watching Big Brother: After Dark cause it's only Sunday and I already know the nominees and who won the veto...,Negative,0
First game of the season for the Lakers tomorrow #cantwait,Positive,2
The Fox shows watched moving onto a movie\u002c George Clooney no thank you. I may be one of the few on the planet who has never watched Titanic,Neutral,1
Going to Planned Parenthood on Monday because 1.) I haven't gotten a basic physical in two years 2.) I am writing a piece on it for Affinity,Neutral,1
@user Some guy served his food on a frickin big pebble on Saturday Kitchen. Just put it on the floor why don\u2019t you?,Neutral,1
I think @user is my besy player for Manchester United then it is Robin Van Persie good luck aginst Arsneal at Old Trafoord Saturday,Positive,2
"Want to win Random Daily Giveaway #7 September 3, 2015 Prize: $25 Nike e-G? I just entered to win and you can too.",Neutral,1
"""Remember when Soulja thought he was Lil B, then Gucci, then Chief Keef, now he tryna be the 4th Migo ctfuu""",Neutral,1
When your lying in bed and your phone is on your desk and Siri pops up #siriwantstokillme  if I'm dead tomorrow it was Siri..,Negative,0
Kim Kardashian has proved to the World that if you suck enough dick Apple may just make you into an emoji,Negative,0
"""RESULT: Andy Murray def Thomaz Bellucci 6-3, 6-2, 7-5. Murray advances into the 4th Round to play Kevin Anderson #USOpen""",Neutral,1
Did you know Sunday is National Ice Cream Day? What's your favorite flavor?,Positive,2
No deal on an exclusive outing with @user to Friday's Astros game?! What kind of Amazon Prime Day is this?!,Neutral,1
They don't have a 1st Amendment in Israel. So it's perfectly legal!,Positive,2
I\u2019m going to Ferry Corsten at Sutra OC in Costa Mesa\u002c CA - Oct 28,Neutral,1
I WAS going to go to the Sam Smith concert tomorrow and find it insulting his people only gave 20 hour notice on the postponement.,Negative,0
So here we go into the early hours with hopefully some great racing from San Fran #americascup world series. Watch it Fri 0930 on SS4...,Positive,2
IBM Achieves 1st FedRAMP Mobile ATO with Cloud-based MaaS360 Enterprise Mobility Mgmt &amp;...,Positive,2
"@user Is Minecraft the only program you have issues with? If so, you may need to contact Minecraft support for your issue.",Neutral,1
This dude from Jerusalem say he can\u2019t take a test Thursday b/c holloween Wednesday&he\u2019s gonna have a hang over #purehonesty,Negative,0
@user January 13. Save the date. Get the Jargaritas in. It\u2019s a Golden Globe party. I need to make a drinking game!,Neutral,1
its a Muslim youth. . don't  forget the  power of Muslims. . we proud  our  country. .....,Positive,2
"@user Except according to that Bible you """"Christians"""" love, she is still committing adultery by not being married to her 1st husband.""",Negative,0
@user any advice for buying tickets for the Milan derby? Heading in January but know tickets are few &amp; far between in derby day! Thanks,Neutral,1
@user Text me tomorrow if you get a chance! I watched TVD tonight,Neutral,1
"@user just bought tickets to see george groves and ricky burns fight in december, can't wait!!!""",Positive,2
So excited for Lolla Friday because so many amazing bands will be there oh and someone named Paul McCartney??? Idk if he'll be good tho,Positive,2
"TBS playing ""The Comeback"" episode of Seinfeld (again). Should I bust out the Jerk Store line in tomorrow night's debate?",Positive,2
Anybody want 2 tickets to Jack White tomorrow at Ally Pally? Stuck in Matlock\u002c can\u2019t make it. Contact me!,Negative,0
Went out with a olee in Cupertino vallco shopping center. Then nice outside paido for dinners.Friday\u2019$ :-),Positive,2
"Arsenal have once again been linked with a January move for Juventus forward, Simone Zaza. #Juve #AFC #Arsenal",Neutral,1
I still remember the first time I heard What Makes You Beautiful on the radio. It was February 25th. (; #SpecialNight,Positive,2
@user I get the number 11 on a Wednesday and the st David\u2019s school bus on a Thursday because it drops off at air bus xx,Neutral,1
"""Israel approves natural gas exports to Egypt - JERUSALEM, Dec 24 (Reuters) - Israel's government has given the ...",Neutral,1
Off to see Steve Harris (Iron Maiden) British Lion tomorrow with Mark Kirkman.  Up close and personal in The...,Neutral,1
"""Saving Face by Daniel Junge and Sharmeen Obaid-Chinoy:Oscar winner at the 84thBest Documentary (Short Subject):Wed, 26 Sept-Erasmus, 19:30""",Neutral,1
My baby girl start school tomorrow I pray she has a wonderful school year coming. I love you baby girl Nirvana,Positive,2
British and Europeans also thought Hitler was not a threat either. Russians were nice and Muslims just misunderstood,Negative,0
"""When John Kasich is beating you in polls, it's time to hang your hat.",Neutral,1
Any1 interested in @user tickets 4 the NIA on the 8th of nov? BLOCK B ROW 13 face value. Inbox me,Neutral,1
"@user @user the reason I ask is because it may be the manufacturer's fault, and they could help you.",Neutral,1
"""The way J-Cole and Kendrick are teasing the world for the their collab album, with Black Friday is just faaaaya!!!""",Positive,2
Anybody wanna go to the Jason Aldean concert September 4th with me?,Neutral,1
"""1 November 1968. George Harrison released the soundtrack \""""""""Wonderwall.\"""""""" He was the first Beatle to release a solo album.""",Neutral,1
\u2019Edgar Davids pulled on his boots to lead bottom of League 2 Barnet to their first win of the season on Friday night\u2019,Neutral,1
"Of course it will be, When Barca can sign a player inspite being banned from signing, Why not Real get 1 minute.",Neutral,1
It does look as if George Osborne had his 21st in the old viewing lounge at Windsor.,Positive,2
@user Endymion is now rocking the charts\u002c What nexts? C\u2019mon tell us something,Positive,2
Just don\u2019t understand TOB thought he would come out and est. some running game in the 2nd half than go play action On an aggressive UNC,Negative,0
"Hammond, Clarkson and May have signed with Amazon Prime via @user #AmazonPrime #Hammond #Clarkson #May",Positive,2
Are you all ready for Roger Sanchez this Friday at HQ Nightclub!!! HMU at 609-335-3062 for table reservations and details!!!!,Positive,2
"""Looks like Murray is gonna have to do it the hard way again! 1 set down, 3-1 in the 2nd set! #ustennisopen""",Neutral,1
#SerieA 2nd half between Milan and Hellas Verona has just been started! current score 0-0 #ac ver,Neutral,1
"@user 2nd half in @user match with Pires: he takes me out from behind\u002c only yellow card of game. 10\"""""""" scar still proud on calf""",Positive,2
Tomorrow Never Comes - Zac Brown Band (Not Acoustic Version)@gblack1984  ...from the same album #bango,Neutral,1
"@user The latest player to join the @user as #14 is David Price, he signed with the Jays on the 30th of July :) Hope that helps!""",Positive,2
"There is a certain cult classic game, the 3rd in its series, that we have been waiting for in the US but Nintendo refuses to release it",Negative,0
Cuse is canceling class after 1ish today and all day tomorrow #BreakingNews,Neutral,1
Everyone wanna skip work/school tomorrow and have a Bulls party to get hyped for the season?,Positive,2
"@user Steve Jobs' silky mouthed fellatio is akin to the bliss of my iPhone each and every morning. HAIL TO THE KING, BABY!""",Positive,2
SC paves way for Yakub's execution: The Supreme Court today refused to stay the execution slated for tomorrow ...,Neutral,1
Today or Tomorrow night work have to been done by midnight. No shame or sharing with twilight your future will be bright.,Neutral,1
"""I don't like this """"anime camera"""" though (I first saw it in the Naruto fighter) feels like it discourages local play for 2nd player""",Ambivalent,3
"Finding out @user is an Arsenal fan has broken my heart a little bit. Still, going to be great to have him back Saturday.",Neutral,1
Great...we had tickets to see the PREDS on the 29th & now the games have been cancelled. #NHLlockout,Negative,0
SOGIC and #LawyersWithPride are getting ready for the Pride Parade in Vancouver this Sunday. Hope to see you there!,Positive,2
@user you won't see me tomorrow :( on my way home from Alabama...,Negative,0
Going to see duelo tomorrow at the lonestar park :),Neutral,1
Honestly I don think im gonna be able to look at ms rodgers without getting mad tomorrow...and she WILL make fun of me anf mr ehlers ughh,Negative,0
"""\""""""""@FrencHMonTanA: DMV I will be Performing LIVE @ DC Star this Saturday w/ Big and the Band shout to Sunshine + Bennyt\""""""""""",Neutral,1
My trick or treating will happen tomorrow night..at Walgreens....in the candy aisle.,Neutral,1
Down To Eugene to see the Grateful Dead (~);}  David Gans #VibeTribe #Vibes20 #friday #greenvibesstage,Positive,2
Club Bodi may be out the question tonight,Neutral,1
Celebrate the life and music of George Harrison with a free special streaming event on 25th February.,Positive,2
Here is the average NFL rank of Peyton Manning &amp; Tom Brady's defenses:  Tom Brady: 8th out of 32 Peyton Manning: 15th out of 32,Neutral,1
@user That\u2019s rough. You had 3 definite starts on a BYE. Also\u002c Flacco over Newton? We have to talk about this on Friday.,Neutral,1
"I don't think they'd drop the album at the Apple event, however it may explain them performing at the Apple Music event in September-A",Positive,2
"""do you remember when Niall sang """"Beautiful Girls"""" in his 21st birthday, good times can he just sing that again like can he just do it please""",Positive,2
@user That clown in American Horror Story may be the creepiest character in the history of TV,Negative,0
I am at H.B. Stewart Arena for tonight's 5A-West showdown - Siloam Springs and Greenwood. B/G games have implications for top of standings.,Neutral,1
We need to think about cyber security AND Space? C\u2019mon Obama\u002c Capt. Picard has at least one of those on lock. #debate,Neutral,1
@user @user is throwing a free show on sunday labor day weekend featuring some of the top locals at Nirvana in San Antonio!,Positive,2
Rational ground promoting ibm machine accessories april prevail decent the minutiae i myself fancy now circular!: twhYb,Neutral,1
I don't like testing I'm glad I don't have to worry about the CASHEE anymore on may.8th (: passed that shxt !,Negative,0
in this pic Dana White is either immensely proud of his fighters or a creepy perv and I'm not sure which one it is,Neutral,1
We will explain the true cause of the London riots on the front page of The Sun : immigrants. 'Hero Police' will also get a headline.,Negative,0
"@user Dark Souls is pretty much near the bottom of the list for me to finish, along with many MANY RPGs,gotta get thru short ones 1st""",Negative,0
"@user @user 1st uneasyness was when he got v defensive about the Charlie Hebdo stuff, even tho he had pals patiently explaining""",Neutral,1
Long live the independent #bookstore. This one is recalling Watchman.,Positive,2
Still tryna figure out why the hell Hot Jam is on a Monday...,Negative,0
"""I see Jimmy made it into sharknado, so wnci should be hilarious tomorrow.""",Positive,2
Just heard my bud @user rode with Tom Boonen @user yesterday. #tourofcalifornia goes off Sunday,Positive,2
Our Eid offer ends tomorrow. Have you booked your appointment yet? #FloatUAE,Neutral,1
"""If these runway renovations at the airport prevent me from seeing Taylor Swift on Monday, Bad Blood will have a new meaning.""",Negative,0
"""I still havent set up my voicemail on my phone so tomorrow when I do it its gonna be like """"hey its -"""" then its gonna cut to john cena""",Neutral,1
Our Annual 'Count Your Losses Sale' runs through Sunday October 19th   For every loss your NFL team has - you...,Neutral,1
Star Wars Day. May the 4th inch be Within You.,Positive,2
We have sympathatics who opposed the death sentence specifically for Yakub because he may have actually...,Neutral,1
"""Tomorrow at school: """"Why did Zayn and Perrie break up?""""  """"Is sophiam engaged?"""" """"Did you guys break the record?"""" Me:",Neutral,1
Jon Huntsman\u002c Jr. is speaking tomorrow at the University of Akron.   Will be there!!!,Positive,2
"""Just saw Milan v empoli, happy for 1st win of the season but mid is terrible, completely agree with miha's post match comments. #acmilan""",Neutral,1
Kanye West confuses me  this kind of made no sense LMFAO but I must say it had me cracking up,Neutral,1
"""Glad to see the coaches are paying attention to their poll. Auburn, which is likely to finish 5th in SEC West, No. 19 in country?""",Positive,2
"""Phillies have allowed 8 runs to the Red Sox in the 4th. Alec Asher allows 7 runs, Jerome Williams then gives up solo HR""",Neutral,1
6:by the time you conjure the record you might notice #a change in atmosphere\u002cthat\u2019s fine\u002cwhatever may be\u002cis probably related to the record,Neutral,1
"""NEWS: Floyd Mayweather Buys the Most Expensive Car in the World: Good news, everybody: Floyd """"Money"""" May... #GCPR""",Neutral,1
March 1st should be officiall National Bieber Day where we get a day off school.,Neutral,1
But now you pay George Osborne more tax....yip yip xx,Negative,0
"""\""""@ESPNChrisPalmer: Dwight Howard gets his 4th career 30-point\u002c 10-rebound\u002c 5-assist game.\"""" Too bad it comes in a loss. #Portland""",Negative,0
"""If McGregor and Rousey are scheduled on December 5 in Dallas, I will be there even if it's just by myself.""",Positive,2
This is for you ignorant fucks that think Bob Marley's birthday is on 4/20,Negative,0
"August 28, 2015  'On Point' with Gov. Sarah Palin &amp; Donald Trump",Neutral,1
Sky picture of the day! #sky #clouds #nature #outside #sun #day #nofilter #instagood,Neutral,1
@user yeah i still remember their HQ at Hongdae. So small. So happy that they r the 3rd largest company in Kpop now,Positive,2
@user dam. cant wait to get back. i come home tomorrow night\u002c but leave the next day for elon university in NC,Positive,2
So I may have just bought Minecraft.,Positive,2
@user he has been happy ever since he sat next to Zayn at the Louis Vuitton fashion show (':,Positive,2
Fuck the talent show lets go to the basketball tournament on Friday at Richard bland to support kenston forest,Negative,0
@user Will you be having an anniversary outdoor concert like you did for your 20th with Michael Ball? That was an amazing evening!!,Positive,2
OK\u002c going to be with @user on Saturday at SM Bacolod\u002c to meet my CRUSH!!! BOOM! XD!! hahahahqa,Positive,2
"@user tie it to gay marriage, meatless Friday's and the removal of certain cereals from SDH""",Neutral,1
#FF @user - not just for the drinks but for Jay-Z's 99 problems! 99 problems that we may just ponder about at some point in our lives!,Positive,2
"""Foo Fighters in Edinburgh tomorrow night(!!!!!!!) with @user and I move to uni on Friday, what an excellent/terrifying week""",Positive,2
"@user yeah alls good, Im back in college, just finishing off my degree in CIT, so Ill be all done in May., then job time :)""",Positive,2
Well Dustin Johnson seems to have the anvil back in his bag on a Major Sunday. Dropped 20 spots on first hole. #SnowMan,Negative,0
Watching Cate Blanchett acceptance speeches with @user as one does on the Tuesday before Christmas,Neutral,1
It took justin 6 years into his career to get his first #1 and it took Gaga 2 months into her career to get her 1st.,Neutral,1
Sunday's with Itchy ep 216 Back in the saddle again. If all goes according to plan we'll be in Israel by #fuckcancer,Neutral,1
'Amy Schumer' appeared on Monday 30 at the 13th place in the Top20 of Los Angeles's Trends: #trndnl,Neutral,1
@user goodnight babe hope you are resting up and feeling well and I hope you have loads of fun at MetLife tomorrow,Positive,2
Gucci bags motive force brass july end the dyad yours express mutual regard coda till well-inclined care: NGkrbiZbR,Neutral,1
@user @user OCTOBER  people have principles..& argue passionately for them\u002c about them & ACT on them.  Ghandi\u002c Sadat\u002c ADT\u002c me!,Positive,2
Not the same digest in relation to the google android wafer other self january complement other self: ivsH,Positive,2
Yay Bruno Mars is coming out with a new album on December 11th.(; I MUST HAVE IT!!,Positive,2
is all about One Night by Elvis Presley,Positive,2
@user pumped too see you in Tucson on the 27th dude!!! #LaceUp,Positive,2
@user @user @user and whoever else wants to see it... Paper Towns on Sunday?,Neutral,1
Rooting the AT&amp;T and Verizon versions of the Galaxy Note 5 and S6 Edge+ may completely shut down your device.,Neutral,1
"""Super Eagles coach, Sunday Oliseh, has said that he and his assistants would have to inject new philosophy and...",Neutral,1
@user Such a cool thing you\u2019re doing! Ubuntu Bridge. I vaguely recall them expanding to Zulu.. May be able to give.you a contact o/wise.,Positive,2
Final completed line up for today's Bluebird Sessions! The Foo Fighters may have rescheduled their gig for tonight...,Positive,2
"""via @user Did Russell ask you to address the team before Thursday's practice? Brian Kelly: """"""""KeiVarae and I had a discussion about i""",Neutral,1
ATTENTION....my good buddy ole pal @user is looking for someone to go with him to see Snoop Dogg tomorrow night...please inquire ASAP,Positive,2
i have to drive with Ms. Pope Saturday... kill me now.,Negative,0
"@user @user @user @user @user Peace to you BiBi, may the Almighty protect you and Israel!""",Positive,2
Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING!  Ready\u002c Set & Vote! #JustDoIt!,Neutral,1
If you are in Toronto please go eat some perogies at the Polish Festival tomorrow for George and I!!!! @user,Positive,2
Im going to see AC/DC with my dad Thurs night and I only know thunderstruck bc when I played boys hockey we were thunder aka it was our song,Positive,2
"""Biggest, brightest lunar eclipse of the year will bring a """"""""blood moon"""""""" on Wednesday!",Positive,2
@user if you've ever seen Friday night lights on Netflix you look like Lila Gearity!!!!!!,Positive,2
I want my 18th birthday to be hosted by Fps Russia. That\u2019d be epic.,Positive,2
My first semester as a college student is about to end and all my savings will disappear tomorrow all because of The Vamps nice,Neutral,1
When Snoop Dogg calls all the photographer nephews. Life is good on a Saturday.,Positive,2
Can it be thursday yet i wanna watch tom brady fuck somebody up,Negative,0
I was watching Ex-ministries videos today and found out some shocking news about Michael Jackson!,Negative,0
.#News: (@JanetJackson)  Janet Jackson Writes Open Letter to The Late Aaliyah: Today (August 25) marks the 14t...,Neutral,1
If I see Zayn on Sunday I think I will pass the fuck out !,Neutral,1
Count day tomorrow shouldnt even GO ! Winans is CRAZY -_-,Negative,0
On a side note.. We have a show with Call The Shots and Set The Record on the 17th of november! Get your tickets from Oztix!,Neutral,1
Gucci gob id security june mean the duplex thy signalizing on melding in transit to handy man lively: CrOEvHYXp,Neutral,1
Tuesday night apartment dance party feat. duets w/ classic Mariah Carey tracks. Spoiler alert: I can't hit the high notes. #whistleregister,Positive,2
Oh I wonder if @user is doing a booth in Northglenn for the 4th of July! Gotta make sure people know the POWER of POUTINE! lol YUM,Positive,2
"""Sharmeen Obaid Chinoy, we are proud of you, Saving Face, won at the 84th Oscars in Los Angeles  Read more:",Positive,2
We\u2019re in the studio working on the new album and it sounds EPIC. We may as well pick up our Brit Award now\u002c tbh.,Positive,2
"*finds out we need a shot for 6th &amp; 12th grade* Kelsey: ""It was Michelle Obama wasn't it. She took away our food &amp; now she's stabbing us.""",Negative,0
Wrapping up a 14 hour day in Huntsville. LOVE watching the Labs AND my students work. Can\u2019t wait for more tomorrow.  WooHoo!  #thealienlife,Positive,2
#Thailand Parcels packed with ammunition and illicit drugs were Friday intercepted at Songkhla's Hat Yai Post Of...,Neutral,1
@user Ofcourse! Looking forward to Murray's 4th round game against the big-serving Anderson. A potential 5-setter. #usopen #nightshift,Positive,2
Frank ocean is like Monday and the weeknd is like Friday nobody wants Monday's. @user,Negative,0
Lazy Sunday Paul Pierce Is Lamar Odom really going to the D League ?http://t.co/ERtEfV6t,Neutral,1
This is only the 4th time wearing my Concords,Negative,0
Nike Debuts Air Jordan VI Retro Golf Shoe: The golf industry may be in the sales bunker but Nike hopes amateur...,Neutral,1
@user I can't wait to see you on December 9th and meet at the fm Kirby Center!!(:,Positive,2
Trying to sell my Jason Aldean ticket for this Saturday. Anyone want to go????,Positive,2
"""Ed Sheeran, Tinie Tempah and Rixton wow audiences at the Fusion Festival on Friday - Bi...",Neutral,1
@user Deathly Hallows Part II now become the 3rd High Grossing Movie in Worldwide All of time with $1.133M . Absolutely Amazing !,Positive,2
New Post: Kanye West's 'Late Registration' Infographic of Samples On the Album's 10th Anniversary...,Neutral,1
Tonight Dr. Terrie Hale Scheckelhoff will be formally installed as the 11th Head of School. Welcome to the Saints family @user,Positive,2
@user I'll be indy Sunday night of Zac Brown Band concert! But we need to plan a get together with everyone soon,Positive,2
Thursday peeps :) Band on the Run a night of music from Paul McCartney!!!,Positive,2
This may be unexpected but I found a very special lady with similar personalities! Nicki and Miley beef is over! @user,Positive,2
@user oh there UE Monday ok. I wonder what days we'll have cause of the Pope,Neutral,1
Are you wearing your #1025sendmebackstage shirt at Zac Brown Band today?! Tweet us your seats &amp; we just may upgrade you! #1025FenwayWeekend,Neutral,1
"""Only PTI has vision/foresight for climate related projects, but corrupt media rather talk about IK's Eid with wife.",Negative,0
"""My cousin snapchatted me """"Ant-man tomorrow. You good?"""" And these are the reasons we get along so well.""",Positive,2
"@user Sam groaned. \""""Don\u2019t /remind/ me...\"""" he murmured. He adjusted himself in his pants and sat up. \""""We leaving then?\""""""",Neutral,1
"In terms of building segmented lists, then you may appreciate knowing that you can effectively list-build on Google+. #Tip",Neutral,1
"""Okay, so Paper Towns. Super super uncomfortable with the black character wearing a confederate flag shirt. It may have been in the book, but""",Negative,0
Sat in the Chuck Close lecture Check out some of his work here  #sfn12 #neuroscience2012,Neutral,1
@user Overturn 28/1 worth an each way bet tomorrow in the Champion Hurdle #nodoubt,Neutral,1
Saturday: picnic in park with @user thrown around a moshpit at Datsuns and London is burning. Balance in all things,Neutral,1
I wanna see STUDIO FOOTAGE SO BAD. We are about to hear some unreleased STUFF! Likeeeeeeeeee I can\u2019t wait until Sunday.,Positive,2
This Olive Garden commercial is so stupid. Why would I want old pasta tomorrow?,Negative,0
Don\u002ct Miss it International Stuttering Awareness Day: 22 October was designated International... Check out New Post,Neutral,1
@user I use an app called Twilight to automatically dim my screens and tint them red after the sun sets; it helps a lot.,Positive,2
"@user @user @user Christianity may disapprove of lefty morality, but Islam will kill over it.  Doesn't make sense.""",Negative,0
"""#Rangers have placed Josh Hamilton on the 15-day DL, retroactive to August 16.""",Neutral,1
"""When Nicki came into the game Bey was working on her 4th solo #1 album after selling millions, so for Nicki to share the same stage is a lot""",Positive,2
"""Runrig has just come on in the car, getting me so excited for Saturday :-)""",Positive,2
"@user If any good can come of this, it'll be George Osborne's remains being fished out of a canal in Manchester one Sunday morning.""",Negative,0
"""Maniaci on Casimir Pulaski Day (March 1\u002c 04): \""""""""Some people call it a holiday.\"""""""" Judge: \""""""""I call it a holiday.\""""""""Courtroom laughs#DrewPeterson""",Neutral,1
"""Going to Helsinki tomorrow or on the day after tomorrow,yay!""",Neutral,1
im going to sleep excited for june 6th so i can watch twilight all day every day!,Positive,2
"@user o ok, well i'm not coming back to dallas tonight""",Neutral,1
"""James Franklin may be a good recruiter, but I have never been impressed with his in game coaching. #PSUvsMICH""",Ambivalent,3
5 point's out of 12 under Curtis... only 5 out of a possible 24 with Monk (Before Departure)... team already improving... C'mon Swans #SCFC,Positive,2
@user Hi there. Im here on behalf of Ira. May I know if you're referring to SUPERSURF200? Please be aware tha...,Neutral,1
Erdogan Says he Wil Call Snap Turkey Election on Nov 1 #World,Neutral,1
Kpop may be known in US and UK but here in Belgium we have NEVER heard of it before.,Negative,0
Final count down till the end of Shift. 58 minutes left. Excited for Church tonight!,Positive,2
That\u2019s complete crap. @user Began and Sadat were all about peace. Bibi wants to use our military for free. @user < C\u2019mon,Negative,0
"""just watched \""""""""Project X\"""""""" for the 1st time\u002c im unamazed.. y\u2019all hyped it WAY PAST what it was..""",Negative,0
"@user Amazon Prime day was success in record sales. beating Black Friday, I got great deals on TV audio. so it's not just tupperware",Positive,2
Nothing like a steak dinner then True Blood on demand with my favorite person on earth! Perfect saturday night :),Positive,2
"@user @user Hi Robert, Nokia may be best answering this but you could try and reset here.",Positive,2
Watching the Kony 2012 video for the 3rd time. This time in adviory.,Positive,2
Do you like data? Are you in Bangalore? India? Well come and chat with me and @user at Matteo on Church st tomorrow at 6pm. #datameet,Neutral,1
"@user i want to see all the new Harry Potter attractions; gringotts, hogwarts express. May not get down there for a while.",Positive,2
"@user tomorrow I think it'll be Madonna's ""Like a Prayer""...  Can you help me with this please? Everyone must stand alone. Sorry.",Neutral,1
@user still got smacked by Barca. Wolfsburg went far in the Europa and BVB lost to finalists. EPL is 3rd.,Positive,2
"""July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during commercials :D""",Neutral,1
